flight_date,lat,lon,mpf,ocf,sif,mean_probability_per_img
2022-07-18,80.90895,8.879648,0.1623786377438178,0.3053038194444444,0.6946961805555556,0.8524878025054932
2022-07-18,80.90938,8.87853,0.1527683282198744,0.3237934027777778,0.6762065972222222,0.8522881865501404
2022-07-18,80.90981,8.877373,0.1615568532181248,0.3228862847222222,0.6771137152777778,0.8450887799263
2022-07-18,80.91025,8.876227,0.1456778095503201,0.3139409722222222,0.6860590277777778,0.8471934795379639
2022-07-18,80.91068,8.875087,0.1371057360757444,0.3165060763888889,0.6834939236111112,0.8485327959060669
2022-07-18,80.91112,8.873949,0.1528333440535151,0.3252170138888889,0.6747829861111111,0.8513590097427368
2022-07-18,80.91155,8.872822,0.1539884274273824,0.3241623263888888,0.6758376736111111,0.8481799364089966
2022-07-18,80.911995,8.871705,0.1566960836146244,0.3596614583333333,0.6403385416666667,0.8508710265159607
2022-07-18,80.91243,8.870598,0.1618024458585382,0.33703125,0.66296875,0.8511250615119934
2022-07-18,80.91286,8.869504,0.1682723973602304,0.3278559027777777,0.6721440972222222,0.8436393737792969
2022-07-18,80.91329,8.868424,0.1606252099562023,0.3152300347222222,0.6847699652777778,0.8454565405845642
2022-07-18,80.91372,8.867365,0.1641362592498086,0.3196180555555555,0.6803819444444444,0.8519264459609985
2022-07-18,80.91415,8.866323,0.1659810537243706,0.3310763888888889,0.6689236111111111,0.8460344076156616
2022-07-18,80.91457,8.8653,0.1581045461662926,0.3347569444444444,0.6652430555555555,0.8430384397506714
2022-07-18,80.915,8.864297,0.1329025921012348,0.3195138888888889,0.6804861111111111,0.8434275984764099
2022-07-18,80.91542,8.863317,0.1283588675400858,0.3311328125,0.6688671875,0.8480064272880554
2022-07-18,80.91584,8.862361,0.150299068475241,0.3360460069444444,0.6639539930555556,0.8485132455825806
2022-07-18,80.91625,8.861433,0.1669373612690163,0.3586458333333333,0.6413541666666667,0.8563812971115112
2022-07-18,80.916664,8.860532,0.1797765602604117,0.3519878472222222,0.6480121527777778,0.8752377033233643
2022-07-18,80.91707,8.85965,0.1955047508192158,0.3138975694444444,0.6861024305555555,0.8860192894935608
2022-07-18,80.91747,8.858773,0.2228403023034364,0.2798350694444444,0.7201649305555555,0.8826751708984375
2022-07-18,80.91788,8.857904,0.2371958953072754,0.2471354166666666,0.7528645833333333,0.8819065093994141
2022-07-18,80.918274,8.8570385,0.2166447579820641,0.2570963541666666,0.7429036458333333,0.8831613659858704
2022-07-18,80.91867,8.856174,0.2209066246093911,0.2624696180555556,0.7375303819444444,0.8839884400367737
2022-07-18,80.91907,8.855307,0.2251310142040739,0.2678645833333333,0.7321354166666667,0.8777594566345215
